sale_id,store_id,product_id,sale_date,quantity,total_amount
sale_595,2.0,11,2022-10-08,6,148.12
sale_596,15.0,30,2020-10-12,70,3062.08
sale_597,20.0,42,2020-01-01,41,1695.03
sale_598,6.0,24,,77,3736.56
sale_599,3.0,5,2021-09-14,47,501.76
sale_600,2.0,28,2020-09-04,84,3868.54
sale_601,19.0,24,2022-06-26,7,73.39
,,8,2021-12-13,68,2217.22
sale_603,15.0,4,2020-12-12,92,2993.28
sale_604,19.0,46,2020-12-02,-2,-50.0
sale_605,11.0,28,,31,816.34
sale_606,19.0,49,2020-09-03,75,2955.69
sale_607,19.0,25,2022-10-20,24,979.69
sale_608,4.0,46,2021-12-29,36,1324.37
sale_609,7.0,22,2022-06-07,70,3302.25
sale_610,1.0,41,2020-03-27,62,1167.38
,17.0,18,2021-02-26,8,48.96
sale_612,6.0,31,2022-02-11,7,341.49
sale_613,9.0,4,2021-11-01,93,1032.6
sale_614,18.0,47,2021-02-25,3,28.52
sale_615,2.0,10,2022-03-14,73,1091.27
sale_616,6.0,5,2021-11-24,97,3731.0
sale_617,8.0,40,2022-04-13,66,1500.74
sale_618,14.0,46,2020-12-26,54,2457.56
sale_619,20.0,45,2020-11-28,66,1243.64
,18.0,43,2020-05-29,97,2419.47
sale_621,10.0,3,2020-09-18,86,794.79
sale_622,17.0,9,,81,2226.22
sale_623,9.0,29,2022-12-22,36,273.09
sale_624,,33,2020-06-24,65,380.21
sale_625,14.0,14,2022-01-16,94,1475.62
sale_626,20.0,14,2021-06-05,21,914.44
sale_627,11.0,49,2022-01-09,32,1417.65
sale_628,2.0,23,2020-07-21,-4,0.0
sale_629,15.0,13,2022-08-05,7,282.94
sale_630,19.0,40,2022-09-04,24,531.21
sale_631,4.0,22,2022-02-08,2,92.57
sale_632,10.0,18,2020-05-11,43,409.33
sale_633,,25,2022-08-14,-2,-50.0
sale_634,4.0,10,2022-11-04,29,649.78
sale_635,7.0,49,2022-01-19,21,675.78
sale_636,18.0,27,2021-09-14,91,2714.39
sale_637,1.0,9,2021-07-31,90,3510.25
sale_638,18.0,42,,16,90.87
sale_639,10.0,46,2022-10-13,69,3306.02
sale_640,1.0,45,2021-06-05,21,917.64
sale_641,3.0,22,2020-12-16,25,504.6
sale_642,19.0,1,2021-08-10,67,423.72
sale_643,3.0,41,2022-01-21,4,24.63
sale_644,11.0,26,2021-09-12,45,1310.5
,17.0,6,2020-05-22,77,2857.75
sale_646,15.0,8,2020-08-06,84,3403.21
sale_647,16.0,38,2021-12-15,13,139.58
sale_648,4.0,46,2021-03-16,34,1062.49
sale_649,9.0,35,2021-05-17,53,1963.04
sale_650,4.0,14,2022-04-27,22,562.66
sale_651,10.0,23,2020-06-27,83,2718.59
sale_652,11.0,31,2021-05-06,21,715.75
sale_653,17.0,25,2022-10-21,96,685.19
sale_654,14.0,26,2020-05-23,43,884.4
sale_655,,2,2022-01-28,58,1252.44
sale_656,17.0,6,2020-09-05,-1,-50.0
sale_657,6.0,33,,80,2237.37
sale_658,14.0,29,2020-11-11,9,245.9
sale_659,15.0,17,2020-07-22,48,1658.02
sale_660,18.0,16,2021-02-06,10,351.51
sale_661,9.0,12,2020-11-29,38,1041.13
sale_662,10.0,18,2022-08-29,-4,-50.0
sale_663,13.0,16,2022-12-08,59,613.29
sale_664,13.0,6,2022-06-28,95,3677.12
sale_665,10.0,8,2020-08-09,89,4380.55
sale_666,16.0,7,2021-07-22,18,550.62
sale_667,9.0,25,,56,1144.1
sale_668,1.0,4,2020-06-29,62,1864.1
sale_669,10.0,37,2020-09-16,32,1094.4
sale_670,10.0,46,,-1,-50.0
sale_671,20.0,15,2022-09-30,82,710.78
,4.0,9,2022-07-25,2,21.09
sale_673,9.0,36,2022-03-22,40,528.4
sale_674,5.0,30,2021-10-02,98,4202.83
sale_675,3.0,14,2022-01-11,65,2556.42
sale_676,9.0,50,2021-03-31,97,1663.2
sale_677,5.0,30,2022-11-05,74,555.14
sale_678,,9,,90,1213.03
sale_679,13.0,31,2020-05-22,92,507.37
sale_680,2.0,13,2020-11-26,87,4282.23
sale_681,3.0,30,2022-03-04,94,2311.25
sale_682,14.0,50,2022-08-29,31,1457.5
sale_683,,41,2020-08-04,16,576.21
sale_684,7.0,17,2021-01-27,12,450.62
sale_685,16.0,28,2020-04-16,96,2487.32
sale_686,4.0,26,2021-09-15,99,3578.78
sale_687,15.0,33,2021-03-14,7,339.2
sale_688,20.0,48,2020-05-22,11,150.48
sale_689,11.0,13,2021-01-06,47,1999.74
sale_690,10.0,19,,74,2036.69
sale_691,2.0,30,2022-08-15,34,660.9
sale_692,5.0,5,2022-01-14,71,797.83
sale_693,18.0,5,2020-08-14,45,525.81
sale_694,5.0,43,,63,1319.05
sale_695,16.0,13,2021-12-29,3,135.58
sale_696,1.0,48,2020-09-27,21,439.31
sale_697,14.0,7,2020-08-20,20,671.79
sale_698,11.0,38,2022-09-24,92,2421.08
sale_699,16.0,12,2020-01-12,8,266.78
sale_700,1.0,39,2022-04-27,67,1719.82
sale_701,3.0,41,2022-05-15,-1,-50.0
sale_702,20.0,37,2020-10-28,64,1887.78
sale_703,6.0,43,2021-01-18,5,121.41
sale_704,16.0,11,2021-09-12,95,4498.67
sale_705,18.0,41,2022-12-06,65,1008.24
sale_706,3.0,25,2021-11-29,37,1827.66
,7.0,19,2021-08-19,46,411.99
sale_708,19.0,43,2020-07-04,48,2278.82
sale_709,2.0,31,2020-08-27,87,2100.72
sale_710,11.0,40,2022-06-17,51,1847.76
sale_711,10.0,12,2021-11-11,84,3390.69
sale_712,3.0,40,2021-05-30,83,3741.66
sale_713,14.0,47,2020-05-01,95,1689.52
sale_714,1.0,40,2022-07-01,8,263.96
sale_715,13.0,10,2020-03-23,78,959.18
sale_716,2.0,11,2021-08-10,5,90.35
sale_717,5.0,37,2020-02-05,66,2603.03
sale_718,15.0,47,2021-07-08,56,2257.85
,16.0,33,2022-12-14,-4,-50.0
,7.0,26,,49,1532.78
sale_721,9.0,23,2021-03-01,82,2625.34
sale_722,8.0,47,2022-01-09,56,1884.63
sale_723,8.0,36,2020-08-17,-4,-50.0
sale_724,8.0,9,2020-11-01,44,1396.99
sale_725,10.0,14,2022-04-01,80,2702.46
sale_726,4.0,43,2021-05-09,7,148.02
sale_727,1.0,14,2020-08-29,73,2594.78
sale_728,12.0,42,2021-12-07,71,1721.84
sale_729,19.0,14,2022-07-21,81,2133.3
sale_730,19.0,6,2022-02-28,19,820.12
,,27,2021-06-11,45,1966.97
sale_732,7.0,14,2022-02-01,37,1482.13
sale_733,5.0,39,2021-04-06,53,1118.19
sale_734,1.0,46,2021-05-29,24,1041.99
sale_735,16.0,32,2022-11-18,17,347.79
sale_736,6.0,26,2020-06-20,59,2069.84
sale_737,13.0,25,,25,622.38
sale_738,19.0,44,2021-08-28,-5,0.0
,11.0,44,2022-04-18,-5,0.0
sale_740,12.0,19,2021-01-29,87,721.74
sale_741,2.0,50,,35,1732.39
sale_742,,24,2020-11-09,98,4553.27
sale_743,7.0,48,2021-07-16,11,156.76
sale_744,8.0,42,2022-06-30,23,208.8
sale_745,14.0,43,2022-11-27,32,1355.32
sale_746,17.0,37,2020-07-19,20,577.29
,,18,2020-04-28,29,182.01
sale_748,1.0,8,2020-05-22,20,229.62
,14.0,15,,41,1718.6
sale_750,7.0,29,2021-10-23,61,1732.3
sale_751,12.0,32,2022-09-25,92,2182.94
sale_752,20.0,25,2021-11-30,29,1376.69
sale_753,11.0,10,2022-03-16,7,46.26
sale_754,,27,2022-12-19,62,714.0
sale_755,4.0,49,2021-05-04,12,505.45
sale_756,13.0,16,2021-11-09,52,2188.74
sale_757,16.0,32,2020-06-08,81,2298.97
,12.0,3,,74,2930.47
sale_759,2.0,23,2022-03-27,8,240.98
sale_760,1.0,20,2022-06-05,-4,-50.0
sale_761,7.0,34,2022-11-15,9,419.7
sale_762,2.0,8,,61,2036.53
sale_763,10.0,10,2020-09-02,35,857.52
sale_764,20.0,16,2020-11-12,65,3036.29
sale_765,13.0,12,2021-09-20,75,2004.08
sale_766,5.0,33,2021-08-29,1,32.53
sale_767,17.0,35,,81,1479.03
sale_768,15.0,29,2021-04-09,60,702.19
sale_769,13.0,9,2020-03-21,86,4009.91
sale_770,17.0,45,2020-11-27,77,1114.37
sale_771,5.0,36,2020-11-28,68,2818.64
sale_772,16.0,15,2020-10-10,28,782.48
sale_773,15.0,47,2020-09-27,89,3736.66
sale_774,10.0,35,2020-10-09,73,2966.84
sale_775,8.0,43,2020-02-28,35,1283.29
sale_776,14.0,18,2022-08-05,67,2493.33
sale_777,,21,2020-02-28,16,404.45
sale_778,17.0,30,2022-10-16,11,156.35
sale_779,1.0,28,2021-06-29,-4,-50.0
sale_780,16.0,40,2020-07-23,16,645.11
sale_781,2.0,3,2022-09-19,92,3746.38
sale_782,7.0,34,2021-05-19,51,2133.53
sale_783,18.0,15,2021-03-18,35,1588.67
sale_784,6.0,48,2020-07-01,77,497.16
sale_785,4.0,27,2021-01-21,11,507.07
sale_786,19.0,2,2022-06-10,7,275.03
sale_787,2.0,6,2022-05-15,30,364.82
sale_788,14.0,28,2022-09-28,19,491.61
sale_789,4.0,6,2020-05-02,74,2921.0
sale_790,18.0,23,,38,1540.12
sale_791,13.0,19,2021-03-01,-3,0.0
sale_792,20.0,38,2020-03-16,70,780.83
sale_793,9.0,32,2020-08-17,45,440.06
sale_794,6.0,22,2021-10-14,-4,-50.0
sale_795,5.0,37,2022-02-10,8,346.08
sale_796,4.0,2,2022-12-22,96,3014.13
sale_797,,42,2022-06-29,5,235.32
sale_798,12.0,23,2021-07-05,21,1009.34
sale_799,2.0,37,2022-09-02,18,880.43
sale_800,13.0,50,2022-06-08,8,350.66
sale_801,14.0,35,2021-10-17,62,367.17
sale_802,2.0,40,2020-08-16,3,70.65
,3.0,48,2020-05-18,99,3988.4
sale_804,17.0,49,2022-06-12,65,541.76
,5.0,2,2021-09-13,18,745.33
sale_806,13.0,41,2022-09-11,4,22.53
,3.0,8,2022-08-29,64,1999.49
sale_808,8.0,8,,5,38.7
sale_809,5.0,40,,33,751.76
,5.0,21,2021-04-07,84,2276.16
,19.0,25,2020-03-21,41,1736.39
,12.0,6,,40,872.86
,6.0,16,2020-01-08,95,2603.9
sale_814,5.0,25,2021-02-28,86,3839.65
sale_815,19.0,48,2021-05-28,55,530.76
sale_816,5.0,48,2022-12-23,33,1479.36
sale_817,3.0,13,2022-07-12,40,302.31
sale_818,4.0,15,2021-02-09,64,1924.26
sale_819,12.0,11,2022-10-10,24,1060.9
sale_820,9.0,8,,32,1230.22
sale_821,8.0,28,2022-04-27,79,1058.7
sale_822,12.0,7,2021-05-19,61,944.93
sale_823,17.0,32,2022-09-11,36,1060.63
sale_824,,12,2022-04-06,56,2291.27
sale_825,14.0,1,,72,2146.32
sale_826,11.0,1,2021-07-15,98,3419.01
sale_827,14.0,13,2022-12-20,38,692.27
,4.0,28,2020-09-27,85,3924.27
sale_829,12.0,48,2022-11-16,39,591.78
sale_830,,24,2021-11-25,29,740.18
sale_831,13.0,8,2020-07-02,95,1445.52
sale_832,1.0,6,2021-07-26,98,1915.03
sale_833,,49,2020-07-24,18,231.68
sale_834,2.0,22,2020-01-02,10,226.62
sale_835,3.0,43,2020-03-14,67,423.33
sale_836,19.0,2,,68,1661.51
sale_837,18.0,25,2021-11-30,8,325.87
sale_838,4.0,22,2022-08-12,4,158.47
sale_839,8.0,34,2021-10-10,39,1129.31
sale_840,11.0,36,,91,703.46
sale_841,2.0,4,2020-05-07,-3,0.0
,14.0,20,2021-01-28,34,1343.84
sale_843,20.0,44,2021-10-06,79,3887.26
sale_844,19.0,19,,89,1904.36
sale_845,19.0,24,2020-06-16,97,2289.33
sale_846,11.0,23,2021-01-06,28,1379.24
sale_847,18.0,23,2022-12-15,66,2664.18
sale_848,7.0,38,2020-09-16,75,3338.03
sale_849,6.0,20,2020-03-15,9,306.65
sale_850,7.0,13,2020-03-05,0,-50.0
,6.0,31,2021-11-30,3,29.87
sale_852,19.0,22,2021-06-11,16,122.26
sale_853,17.0,47,2020-12-25,12,415.22
sale_854,20.0,13,2021-12-24,81,1845.44
sale_855,17.0,7,2021-02-21,78,3340.03
sale_856,19.0,41,2022-05-16,90,1211.52
sale_857,11.0,15,2020-06-18,84,3498.95
sale_858,15.0,32,2020-05-20,14,338.91
sale_859,7.0,27,2020-09-10,19,590.61
sale_860,20.0,42,2021-07-12,21,161.29
sale_861,12.0,17,2022-01-16,42,1719.38
sale_862,10.0,35,2020-09-29,67,2174.57
sale_863,17.0,1,2020-08-01,60,1407.5
sale_864,15.0,8,2021-06-22,23,478.41
sale_865,10.0,12,2021-07-01,39,1581.28
sale_866,1.0,8,2022-06-06,8,69.09
sale_867,9.0,15,2022-01-05,57,480.83
sale_868,13.0,22,2021-04-12,67,1946.76
sale_869,14.0,46,2022-06-18,32,300.57
sale_870,9.0,44,2021-07-25,13,645.0
sale_871,16.0,44,2022-01-07,90,2001.19
sale_872,11.0,38,2020-12-05,43,959.07
sale_873,7.0,45,2020-04-21,67,1814.76
sale_874,15.0,26,2020-06-07,99,1534.5
sale_875,16.0,31,2020-11-27,-3,0.0
sale_876,10.0,42,2020-05-01,60,783.48
,12.0,46,2022-02-16,24,579.66
sale_878,17.0,13,2021-08-05,16,222.96
sale_879,3.0,46,,95,3540.05
sale_880,14.0,25,2021-04-01,-2,0.0
sale_881,16.0,41,,56,898.6
,12.0,5,2022-05-01,-3,-50.0
sale_883,9.0,43,2020-02-03,43,342.98
sale_884,13.0,2,2020-02-25,100,4831.9
sale_885,12.0,8,2021-07-18,21,1004.62
sale_886,10.0,13,2020-04-10,-5,-50.0
sale_887,1.0,26,2021-10-09,66,1366.52
sale_888,16.0,24,2021-06-09,44,469.58
sale_889,10.0,5,2021-08-09,28,827.69
,15.0,45,2022-03-27,23,296.11
sale_891,18.0,47,2020-06-17,95,957.81
,7.0,44,2021-04-06,73,3623.69
sale_893,20.0,45,2021-08-10,66,857.08
sale_894,,19,2021-08-21,31,903.06
sale_895,1.0,41,2021-02-11,29,1282.64
,,22,2021-04-10,77,2252.34
sale_897,1.0,15,,-3,-50.0
sale_898,16.0,16,2020-06-28,3,139.42
sale_899,20.0,29,2021-12-14,61,1446.9
sale_900,20.0,25,2022-05-16,42,1403.46
sale_901,10.0,36,2021-11-10,55,907.04
sale_902,7.0,8,2021-10-27,74,1600.59
sale_903,11.0,45,2021-06-08,85,3171.91
,12.0,40,2020-07-24,71,1764.49
sale_905,2.0,48,2022-06-11,45,1332.05
sale_906,13.0,14,2020-04-18,66,2396.55
sale_907,17.0,25,2020-07-24,75,2297.57
,9.0,31,,0,-50.0
sale_909,8.0,3,2022-10-27,89,1274.02
sale_910,10.0,45,,22,167.55
sale_911,2.0,26,2022-04-08,59,1200.56
,16.0,15,2021-03-07,100,820.18
sale_913,6.0,50,2020-02-27,3,46.19
sale_914,17.0,6,2020-10-27,50,1479.22
sale_915,13.0,16,2022-07-09,21,419.32
sale_916,5.0,28,2020-08-19,72,760.16
sale_917,9.0,32,2021-03-19,22,707.44
sale_918,13.0,48,2021-09-02,24,374.43
sale_919,20.0,1,2020-03-20,81,1170.9
sale_920,8.0,48,2021-05-03,90,2551.64
sale_921,8.0,12,2022-11-30,84,2427.05
sale_922,16.0,47,2022-04-24,18,589.83
sale_923,17.0,6,2021-07-03,10,80.06
sale_924,4.0,40,2021-11-28,33,712.22
sale_925,20.0,7,2020-03-05,-3,0.0
sale_926,6.0,31,2021-09-09,10,440.05
sale_927,9.0,11,2020-03-12,45,772.76
sale_928,11.0,24,2021-05-05,70,1472.73
sale_929,5.0,40,2022-05-30,17,736.31
sale_930,19.0,50,2021-02-20,32,251.64
sale_931,20.0,47,2020-02-14,2,68.11
sale_932,9.0,22,2020-01-15,45,2111.37
,14.0,50,2022-10-24,14,592.54
sale_934,14.0,9,2022-05-22,-4,-50.0
sale_935,13.0,14,2021-04-28,60,1691.51
sale_936,9.0,37,2020-11-22,68,1127.59
sale_937,1.0,28,2021-09-20,40,1767.6
sale_938,14.0,18,2021-03-31,79,417.68
sale_939,9.0,20,2022-03-25,39,853.76
sale_940,16.0,14,2022-09-03,-5,0.0
sale_941,8.0,8,2021-12-25,40,1831.19
sale_942,19.0,19,,79,1959.22
,10.0,11,2022-07-31,49,716.59
sale_944,,37,2022-02-23,68,2675.86
sale_945,3.0,19,,21,817.88
sale_946,14.0,10,2020-01-02,55,335.94
sale_947,1.0,33,2021-11-13,13,228.8
sale_948,10.0,39,2021-09-23,12,274.62
sale_949,17.0,2,2021-10-06,44,1249.95
sale_950,6.0,13,2020-12-06,71,3079.03
sale_951,15.0,16,2020-05-30,60,723.44
sale_952,9.0,8,2020-03-07,6,144.31
sale_953,7.0,25,2020-06-14,12,521.26
sale_954,20.0,2,2022-11-15,49,1877.36
sale_955,15.0,39,2022-01-29,59,1222.29
sale_956,20.0,27,2021-10-02,-2,0.0
sale_957,3.0,25,,72,495.23
sale_958,20.0,35,2021-11-16,39,1782.49
sale_959,19.0,35,2020-12-09,39,1526.05
sale_960,17.0,6,2020-02-16,36,1138.45
sale_961,4.0,28,,22,345.25
sale_962,15.0,10,2021-01-29,49,1359.35
sale_963,18.0,47,2020-12-25,45,1898.75
sale_964,9.0,41,2021-11-16,-5,0.0
sale_965,9.0,23,2021-10-02,94,2644.09
sale_966,2.0,27,2022-04-26,4,171.21
,2.0,44,2021-05-27,59,2448.37
sale_968,7.0,38,,51,682.53
sale_969,4.0,42,2022-04-16,0,0.0
sale_970,1.0,35,2020-10-25,6,107.41
sale_971,19.0,30,2020-06-25,18,137.44
sale_972,15.0,25,2021-01-12,48,1434.44
sale_973,6.0,23,2022-01-28,51,2006.64
sale_974,15.0,22,2021-09-20,86,2527.22
sale_975,13.0,37,,81,3992.34
,5.0,2,,97,3855.72
sale_977,13.0,30,2022-01-25,87,2132.99
sale_978,,39,2021-06-09,12,476.01
sale_979,13.0,8,2021-07-19,95,1854.39
sale_980,10.0,11,2022-10-13,46,2115.77
sale_981,11.0,22,2021-08-08,98,1220.06
,14.0,47,2022-04-15,11,453.15
sale_983,10.0,6,2020-09-29,44,1192.22
sale_984,11.0,30,2021-08-05,28,967.46
,10.0,4,2022-08-12,61,1420.55
sale_986,19.0,46,2020-03-21,-3,0.0
sale_987,5.0,46,2020-11-14,43,1791.29
sale_988,5.0,34,2020-07-18,94,1176.46
sale_989,10.0,27,2022-04-29,10,383.72
sale_990,18.0,14,2022-03-18,37,380.73
sale_991,6.0,18,2020-02-08,80,3190.51
sale_992,,39,2021-03-17,59,2723.4
sale_993,17.0,27,2022-02-23,43,606.97
sale_994,6.0,29,2020-07-02,21,406.23
sale_995,20.0,47,2021-01-09,6,60.67
sale_996,6.0,8,2021-06-22,29,1120.04
sale_997,5.0,50,2021-10-30,65,1029.65
sale_998,18.0,36,2021-09-17,50,1167.35
sale_999,18.0,11,2020-03-08,63,810.25
sale_1000,7.0,46,2020-06-23,65,2399.3
